rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
15636	DLX1	distal-less homeobox 1	776	66	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15637	DLST	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)	1420	38	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15638	DLL4	delta-like 4 (Drosophila)	2098	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15639	DLL1	delta-like 1 (Drosophila)	2212	40	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15640	DLK2	delta-like 2 homolog (Drosophila)	1172	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15641	DLK1	delta-like 1 homolog (Drosophila)	1168	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15642	DLGAP5	discs, large (Drosophila) homolog-associated protein 5	2707	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15643	DLGAP4	discs, large (Drosophila) homolog-associated protein 4	3140	2	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15644	DLGAP3	discs, large (Drosophila) homolog-associated protein 3	2976	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15645	DLG4	discs, large homolog 4 (Drosophila)	3159	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15646	DLG3	discs, large homolog 3 (neuroendocrine-dlg, Drosophila)	2812	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15647	DLEU7	deleted in lymphocytic leukemia, 7	488	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15648	DLAT	dihydrolipoamide S-acetyltransferase	2003	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15649	DKKL1	dickkopf-like 1 (soggy)	747	35	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15650	DKK4	dickkopf homolog 4 (Xenopus laevis)	689	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15651	DKK2	dickkopf homolog 2 (Xenopus laevis)	792	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15652	DKK1	dickkopf homolog 1 (Xenopus laevis)	813	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15653	DKFZP781G0119	chromosome 18 open reading frame 63	2110	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15654	DKC1	dyskeratosis congenita 1, dyskerin	1601	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15655	DIS3L2	DIS3 mitotic control homolog (S. cerevisiae)-like 2	2738	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15656	DIS3L	DIS3 mitotic control homolog (S. cerevisiae)-like	3231	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15657	DIRC2	disrupted in renal carcinoma 2	1475	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15658	DIRC1	disrupted in renal carcinoma 1	319	53	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15659	DIRAS3	DIRAS family, GTP-binding RAS-like 3	694	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15660	DIRAS2	DIRAS family, GTP-binding RAS-like 2	604	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15661	DIRAS1	DIRAS family, GTP-binding RAS-like 1	601	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15662	DIO3	deiodinase, iodothyronine, type III	915	150	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15663	DIO2	deiodinase, iodothyronine, type II	944	56	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15664	DIO1	deiodinase, iodothyronine, type I	764	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15665	DIMT1L	DIM1 dimethyladenosine transferase 1-like (S. cerevisiae)	986	221	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15666	DIAPH3	diaphanous homolog 3 (Drosophila)	3710	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15667	DIAPH2	diaphanous homolog 2 (Drosophila)	3956	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15668	DIAPH1	diaphanous homolog 1 (Drosophila)	3927	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15669	DIABLO	diablo homolog (Drosophila)	740	62	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15670	DHX58	DEXH (Asp-Glu-X-His) box polypeptide 58	2615	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15671	DHX57	DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57	4253	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15672	DHX40	DEAH (Asp-Glu-Ala-His) box polypeptide 40	2408	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15673	DHX37	DEAH (Asp-Glu-Ala-His) box polypeptide 37	3580	4	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15674	DHX36	DEAH (Asp-Glu-Ala-His) box polypeptide 36	3125	104	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15675	DHX35	DEAH (Asp-Glu-Ala-His) box polypeptide 35	2198	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15676	DHX33	DEAH (Asp-Glu-Ala-His) box polypeptide 33	2170	67	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15677	DHX32	DEAH (Asp-Glu-Ala-His) box polypeptide 32	2500	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15678	DHX30	DEAH (Asp-Glu-Ala-His) box polypeptide 30	3680	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15679	DHX29	DEAH (Asp-Glu-Ala-His) box polypeptide 29	4309	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15680	DHX16	DEAH (Asp-Glu-Ala-His) box polypeptide 16	3235	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15681	DHX15	DEAH (Asp-Glu-Ala-His) box polypeptide 15	2440	86	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15682	DHTKD1	dehydrogenase E1 and transketolase domain containing 1	2826	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15683	DHRSX	dehydrogenase/reductase (SDR family) X-linked	2999	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15684	DHRS9	dehydrogenase/reductase (SDR family) member 9	976	105	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15685	DHRS7C	dehydrogenase/reductase (SDR family) member 7C	958	63	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15686	DHRS7B	dehydrogenase/reductase (SDR family) member 7B	1004	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15687	DHRS7	dehydrogenase/reductase (SDR family) member 7	1044	65	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15688	DHRS4L2	dehydrogenase/reductase (SDR family) member 4 like 2	727	2	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15689	DHRS4L1	dehydrogenase/reductase (SDR family) member 4 like 1	882	143	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15690	DHRS3	dehydrogenase/reductase (SDR family) member 3	929	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15691	DHRS2	dehydrogenase/reductase (SDR family) member 2	935	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15692	DHRS12	dehydrogenase/reductase (SDR family) member 12	1016	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15693	DHRS11	dehydrogenase/reductase (SDR family) member 11	906	118	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15694	DHRS1	dehydrogenase/reductase (SDR family) member 1	2116	58	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15695	DHPS	deoxyhypusine synthase	1146	8	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15696	DHODH	dihydroorotate dehydrogenase	1222	67	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15697	DHH	desert hedgehog homolog (Drosophila)	1204	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15698	DHFRL1	dihydrofolate reductase-like 1	692	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15699	DHFR	dihydrofolate reductase	831	120	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15700	DHDPSL		1958	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15701	DHDDS	dehydrodolichyl diphosphate synthase	1037	69	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15702	DHCR7	7-dehydrocholesterol reductase	1456	150	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15703	DHCR24	24-dehydrocholesterol reductase	1583	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15704	DGKQ	diacylglycerol kinase, theta 110kDa	2919	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15705	DGKK	diacylglycerol kinase, kappa	3927	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15706	DGKI	diacylglycerol kinase, iota	3331	53	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15707	DGKD	diacylglycerol kinase, delta 130kDa	3787	36	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15708	DGCR8	DiGeorge syndrome critical region gene 8	2370	33	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15709	DGCR6L	DiGeorge syndrome critical region gene 6-like	681	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15710	DGCR6	DiGeorge syndrome critical region gene 6	679	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15711	DGCR14	DiGeorge syndrome critical region gene 14	2500	61	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15712	DGAT2L6	diacylglycerol O-acyltransferase 2-like 6	1040	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15713	DGAT2	diacylglycerol O-acyltransferase homolog 2 (mouse)	1195	95	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15714	DFNB59	deafness, autosomal recessive 59	1279	87	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15715	DFNB31	deafness, autosomal recessive 31	2768	38	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15716	DFNA5	deafness, autosomal dominant 5	1527	40	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15717	DEXI	Dexi homolog (mouse)	293	41	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15718	DET1	de-etiolated homolog 1 (Arabidopsis)	1706	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15719	DES	desmin	1447	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15720	DERL3	Der1-like domain family, member 3	844	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15721	DERL2	Der1-like domain family, member 2	1052	104	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15722	DERL1	Der1-like domain family, member 1	784	47	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15723	DERA	2-deoxyribose-5-phosphate aldolase homolog (C. elegans)	989	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15724	DEPDC7	DEP domain containing 7	1618	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15725	DEPDC6	DEP domain containing 6	1262	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15726	DEPDC5	DEP domain containing 5	4971	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15727	DEPDC1	DEP domain containing 1	2480	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15728	DENR	density-regulated protein	625	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15729	DENND3	DENN/MADD domain containing 3	3685	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15730	DENND2D	DENN/MADD domain containing 2D	1460	82	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15731	DENND1C	DENN/MADD domain containing 1C	2496	22	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15732	DENND1B	DENN/MADD domain containing 1B	2457	42	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15733	DEM1	defects in morphology 1 homolog (S. cerevisiae)	1126	83	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15734	DEK	DEK oncogene (DNA binding)	1168	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15735	DEGS1	degenerative spermatocyte homolog 1, lipid desaturase (Drosophila)	980	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15736	DEFB4A	defensin, beta 4A	201	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15737	DEFB136	defensin, beta 136	239	53	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15738	DEFB135	defensin, beta 135	238	2	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15739	DEFB134	defensin, beta 134	204	51	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15740	DEFB133	defensin, beta 133	190	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15741	DEFB132	defensin, beta 132	294	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15742	DEFB131	defensin, beta 131	216	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15743	DEFB130	defensin, beta 130	2052	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15744	DEFB129	defensin, beta 129	558	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15745	DEFB128	defensin, beta 128	286	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15746	DEFB127	defensin, beta 127	304	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15747	DEFB126	defensin, beta 126	344	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15748	DEFB125	defensin, beta 125	475	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15749	DEFB124	defensin, beta 124	220	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15750	DEFB123	defensin, beta 123	212	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15751	DEFB121	defensin, beta 121	261	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15752	DEFB119	defensin, beta 119	515	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15753	DEFB116	defensin, beta 116	312	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15754	DEFB114	defensin, beta 114	213	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15755	DEFB113	defensin, beta 113	245	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15756	DEFB112	defensin, beta 112	345	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15757	DEFB110	defensin, beta 110	344	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15758	DEFB108B	defensin, beta 108B	225	48	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15759	DEFB107B	defensin, beta 107B	442	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15760	DEFB107A	defensin, beta 107A	442	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15761	DEFB106B	defensin, beta 106B	435	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15762	DEFB106A	defensin, beta 106A	435	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15763	DEFB105B	defensin, beta 105B	488	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15764	DEFB104B	defensin, beta 104B	644	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15765	DEFB104A	defensin, beta 104A	644	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15766	DEFB103B	defensin, beta 103B	1118	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15767	DEFB103A	defensin, beta 103A	1118	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15768	DEFB1	defensin, beta 1	211	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15769	DEFA6	defensin, alpha 6, Paneth cell-specific	309	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15770	DEFA5	defensin, alpha 5, Paneth cell-specific	291	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15771	DEFA4	defensin, alpha 4, corticostatin	302	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15772	DEFA3	defensin, alpha 3, neutrophil-specific	293	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15773	DEFA1B	defensin, alpha 1B	879	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15774	DEFA1	defensin, alpha 1	879	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15775	DEF8	differentially expressed in FDCP 8 homolog (mouse)	1665	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15776	DEF6	differentially expressed in FDCP 6 homolog (mouse)	1939	39	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15777	DEDD2	death effector domain containing 2	997	61	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15778	DEDD	death effector domain containing	973	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15779	DECR2	2,4-dienoyl CoA reductase 2, peroxisomal	1223	61	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15780	DECR1	2,4-dienoyl CoA reductase 1, mitochondrial	1046	59	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15781	DEC1	deleted in esophageal cancer 1	229	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15782	DDX60	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60	5283	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15783	DDX6	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6	1500	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15784	DDX56	DEAD (Asp-Glu-Ala-Asp) box polypeptide 56	1696	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15785	DDX54	DEAD (Asp-Glu-Ala-Asp) box polypeptide 54	2729	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15786	DDX53	DEAD (Asp-Glu-Ala-Asp) box polypeptide 53	1898	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15787	DDX52	DEAD (Asp-Glu-Ala-Asp) box polypeptide 52	1858	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15788	DDX51	DEAD (Asp-Glu-Ala-Asp) box polypeptide 51	2060	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15789	DDX5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 5	2021	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15790	DDX49	DEAD (Asp-Glu-Ala-Asp) box polypeptide 49	1505	7	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15791	DDX47	DEAD (Asp-Glu-Ala-Asp) box polypeptide 47	1414	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15792	DDX41	DEAD (Asp-Glu-Ala-Asp) box polypeptide 41	1935	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15793	DDX4	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4	2300	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15794	DDX3Y	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked	2051	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15795	DDX3X	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked	2053	55	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15796	DDX28	DEAD (Asp-Glu-Ala-Asp) box polypeptide 28	1625	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15797	DDX27	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27	2473	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15798	DDX26B	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26B	2650	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15799	DDX25	DEAD (Asp-Glu-Ala-Asp) box polypeptide 25	1496	1	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15800	DDX23	DEAD (Asp-Glu-Ala-Asp) box polypeptide 23	2525	51	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15801	DDX21	DEAD (Asp-Glu-Ala-Asp) box polypeptide 21	2410	55	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15802	DDX20	DEAD (Asp-Glu-Ala-Asp) box polypeptide 20	2516	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15803	DDX19A	DEAD (Asp-Glu-Ala-As) box polypeptide 19A	1483	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15804	DDX17	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17	2245	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15805	DDX11	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 (CHL1-like helicase homolog, S. cerevisiae)	3022	23	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15806	DDX1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 1	2323	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15807	DDTL	D-dopachrome tautomerase-like	417	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15808	DDT	D-dopachrome tautomerase	380	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15809	DDRGK1	DDRGK domain containing 1	979	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15810	DDO	D-aspartate oxidase	1128	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15811	DDIT4L	DNA-damage-inducible transcript 4-like	590	100	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15812	DDIT4	DNA-damage-inducible transcript 4	707	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15813	DDI2	DDI1, DNA-damage inducible 1, homolog 2 (S. cerevisiae)	1589	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15814	DDI1	DDI1, DNA-damage inducible 1, homolog 1 (S. cerevisiae)	1191	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15815	DDHD2	DDHD domain containing 2	2264	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15816	DDC	dopa decarboxylase (aromatic L-amino acid decarboxylase)	1499	6	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15817	DDB2	damage-specific DNA binding protein 2, 48kDa	1320	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15818	DDAH1	dimethylarginine dimethylaminohydrolase 1	880	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15819	DDA1	DET1 and DDB1 associated 1	325	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15820	DCXR	dicarbonyl/L-xylulose reductase	767	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15821	DCX	doublecortex; lissencephaly, X-linked (doublecortin)	1365	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15822	DCUN1D5	DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)	742	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15823	DCUN1D3	DCN1, defective in cullin neddylation 1, domain containing 3 (S. cerevisiae)	919	72	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15824	DCUN1D2	DCN1, defective in cullin neddylation 1, domain containing 2 (S. cerevisiae)	806	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15825	DCUN1D1	DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)	806	133	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15826	DCTPP1	dCTP pyrophosphatase 1	523	137	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15827	DCTN6	dynactin 6	599	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15828	DCTN5	dynactin 5 (p25)	615	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15829	DCTN4	dynactin 4 (p62)	1458	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15830	DCTN3	dynactin 3 (p22)	1061	74	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15831	DCTN2	dynactin 2 (p50)	1259	136	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15832	DCTD	dCMP deaminase	590	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15833	DCST2	DC-STAMP domain containing 2	2608	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15834	DCST1	DC-STAMP domain containing 1	2908	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15835	DCPS	decapping enzyme, scavenger	1034	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15836	DCP2	DCP2 decapping enzyme homolog (S. cerevisiae)	1303	104	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15837	DCP1B	DCP1 decapping enzyme homolog B (S. cerevisiae)	1888	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15838	DCN	decorin	1108	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15839	DCLRE1B	DNA cross-link repair 1B (PSO2 homolog, S. cerevisiae)	1955	154	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15840	DCLK2	doublecortin-like kinase 2	2363	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15841	DCK	deoxycytidine kinase	807	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15842	DCI	dodecenoyl-Coenzyme A delta isomerase (3,2 trans-enoyl-Coenzyme A isomerase)	935	180	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15843	DCDC1	doublecortin domain containing 1	1205	6	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15844	DCAKD	dephospho-CoA kinase domain containing	841	106	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15845	DCAF8L2	DDB1 and CUL4 associated factor 8-like 2	1900	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15846	DCAF8L1	DDB1 and CUL4 associated factor 8-like 1	1803	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15847	DCAF7	DDB1 and CUL4 associated factor 7	1054	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15848	DCAF4	DDB1 and CUL4 associated factor 4	1543	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15849	DCAF17	DDB1 and CUL4 associated factor 17	1617	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15850	DCAF16	DDB1 and CUL4 associated factor 16	1094	0	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
